,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
0,ITA,Europe,Italy,2020-01-03,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
1,ITA,Europe,Italy,2020-01-04,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
2,ITA,Europe,Italy,2020-01-05,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,-1904.1,-12.37,-12.37,-32.00137
3,ITA,Europe,Italy,2020-01-06,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
4,ITA,Europe,Italy,2020-01-07,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
5,ITA,Europe,Italy,2020-01-08,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
6,ITA,Europe,Italy,2020-01-09,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
7,ITA,Europe,Italy,2020-01-10,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
8,ITA,Europe,Italy,2020-01-11,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
9,ITA,Europe,Italy,2020-01-12,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,-3614.4,-11.63,-10.9,-60.74563
10,ITA,Europe,Italy,2020-01-13,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
11,ITA,Europe,Italy,2020-01-14,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
12,ITA,Europe,Italy,2020-01-15,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
13,ITA,Europe,Italy,2020-01-16,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
14,ITA,Europe,Italy,2020-01-17,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
15,ITA,Europe,Italy,2020-01-18,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
16,ITA,Europe,Italy,2020-01-19,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,-5027.9,-10.8,-9.14,-84.5017
17,ITA,Europe,Italy,2020-01-20,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
18,ITA,Europe,Italy,2020-01-21,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
19,ITA,Europe,Italy,2020-01-22,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
20,ITA,Europe,Italy,2020-01-23,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
21,ITA,Europe,Italy,2020-01-24,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
22,ITA,Europe,Italy,2020-01-25,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
23,ITA,Europe,Italy,2020-01-26,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,-5961.0,-9.7,-6.25,-100.18391
24,ITA,Europe,Italy,2020-01-27,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
25,ITA,Europe,Italy,2020-01-28,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
26,ITA,Europe,Italy,2020-01-29,2.0,2.0,0.286,,0.0,0.0,0.034,0.034,0.005,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
27,ITA,Europe,Italy,2020-01-30,2.0,0.0,0.286,,0.0,0.0,0.034,0.0,0.005,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
28,ITA,Europe,Italy,2020-01-31,3.0,1.0,0.429,,0.0,0.0,0.051,0.017,0.007,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
29,ITA,Europe,Italy,2020-02-01,3.0,0.0,0.429,,0.0,0.0,0.051,0.0,0.007,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
30,ITA,Europe,Italy,2020-02-02,3.0,0.0,0.429,,0.0,0.0,0.051,0.0,0.007,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,-6878.1,-9.02,-6.19,-115.5972
31,ITA,Europe,Italy,2020-02-03,3.0,0.0,0.429,,0.0,0.0,0.051,0.0,0.007,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
32,ITA,Europe,Italy,2020-02-04,3.0,0.0,0.429,,0.0,0.0,0.051,0.0,0.007,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
33,ITA,Europe,Italy,2020-02-05,3.0,0.0,0.143,,0.0,0.0,0.051,0.0,0.002,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
34,ITA,Europe,Italy,2020-02-06,3.0,0.0,0.143,,0.0,0.0,0.051,0.0,0.002,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
35,ITA,Europe,Italy,2020-02-07,3.0,0.0,0.0,,0.0,0.0,0.051,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
36,ITA,Europe,Italy,2020-02-08,3.0,0.0,0.0,,0.0,0.0,0.051,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
37,ITA,Europe,Italy,2020-02-09,3.0,0.0,0.0,,0.0,0.0,0.051,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,-7684.4,-8.48,-5.62,-129.14833
38,ITA,Europe,Italy,2020-02-10,3.0,0.0,0.0,,0.0,0.0,0.051,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
39,ITA,Europe,Italy,2020-02-11,3.0,0.0,0.0,,0.0,0.0,0.051,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
40,ITA,Europe,Italy,2020-02-12,3.0,0.0,0.0,,0.0,0.0,0.051,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
41,ITA,Europe,Italy,2020-02-13,3.0,0.0,0.0,,0.0,0.0,0.051,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
42,ITA,Europe,Italy,2020-02-14,3.0,0.0,0.0,,0.0,0.0,0.051,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
43,ITA,Europe,Italy,2020-02-15,3.0,0.0,0.0,,0.0,0.0,0.051,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
44,ITA,Europe,Italy,2020-02-16,3.0,0.0,0.0,,0.0,0.0,0.051,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,-8225.1,-7.85,-3.81,-138.23563
45,ITA,Europe,Italy,2020-02-17,3.0,0.0,0.0,,0.0,0.0,0.051,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
46,ITA,Europe,Italy,2020-02-18,3.0,0.0,0.0,,0.0,0.0,0.051,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
47,ITA,Europe,Italy,2020-02-19,3.0,0.0,0.0,,0.0,0.0,0.051,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
48,ITA,Europe,Italy,2020-02-20,3.0,0.0,0.0,,0.0,0.0,0.051,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
49,ITA,Europe,Italy,2020-02-21,3.0,0.0,0.0,,0.0,0.0,0.051,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
50,ITA,Europe,Italy,2020-02-22,17.0,14.0,2.0,,0.0,0.0,0.288,0.237,0.034,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
51,ITA,Europe,Italy,2020-02-23,79.0,62.0,10.857,2.0,2.0,0.286,1.338,1.05,0.184,0.034,0.034,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.35,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,-8888.8,-7.49,-4.77,-149.39015
52,ITA,Europe,Italy,2020-02-24,132.0,53.0,18.429,3.0,1.0,0.429,2.236,0.898,0.312,0.051,0.017,0.007,3.54,26.0,0.44,127.0,2.151,,,,,4324.0,,0.073,,,,,,tests performed,,,,,,,,,,,,,,64.35,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
53,ITA,Europe,Italy,2020-02-25,229.0,97.0,32.286,7.0,4.0,1.0,3.879,1.643,0.547,0.119,0.068,0.017,3.5,35.0,0.593,150.0,2.541,,,,,8623.0,4299.0,0.146,0.073,,,,,tests performed,,,,,,,,,,,,,,64.35,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
54,ITA,Europe,Italy,2020-02-26,322.0,93.0,45.571,10.0,3.0,1.429,5.454,1.575,0.772,0.169,0.051,0.024,3.44,36.0,0.61,164.0,2.778,,,1196.0,20.258,9587.0,964.0,0.162,0.016,,,,,tests performed,,,,,,,,,,,,,,64.35,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
55,ITA,Europe,Italy,2020-02-27,400.0,78.0,56.714,12.0,2.0,1.714,6.775,1.321,0.961,0.203,0.034,0.029,3.36,56.0,0.949,304.0,5.149,,,1421.0,24.069,12014.0,2427.0,0.203,0.041,,,,,tests performed,,,,,,,,,,,,,,64.35,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
56,ITA,Europe,Italy,2020-02-28,650.0,250.0,92.429,17.0,5.0,2.429,11.01,4.235,1.566,0.288,0.085,0.041,3.25,64.0,1.084,409.0,6.928,,,1673.0,28.338,15695.0,3681.0,0.265,0.062,,,,,tests performed,,,,,,,,,,,,,,64.35,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
57,ITA,Europe,Italy,2020-02-29,888.0,238.0,124.429,21.0,4.0,3.0,15.041,4.031,2.108,0.356,0.068,0.051,3.13,105.0,1.779,506.0,8.571,,,1936.0,32.793,18661.0,2966.0,0.315,0.05,,,,,tests performed,,,,,,,,,,,,,,64.35,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
58,ITA,Europe,Italy,2020-03-01,1128.0,240.0,149.857,29.0,8.0,3.857,19.107,4.065,2.538,0.491,0.136,0.065,3.03,140.0,2.371,779.0,13.195,,,2224.0,37.671,21127.0,2466.0,0.357,0.042,,,,,tests performed,,,,,,,,,,,,,,64.35,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,-9038.899,-6.82,-1.08,-151.91281
59,ITA,Europe,Italy,2020-03-02,1694.0,566.0,223.143,34.0,5.0,4.429,28.694,9.587,3.78,0.576,0.085,0.075,2.86,166.0,2.812,908.0,15.38,,,2695.0,45.649,23345.0,2218.0,0.394,0.037,2717.0,0.046,0.095,10.5,tests performed,,,,,,,,,,,,,,69.91,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
60,ITA,Europe,Italy,2020-03-03,2036.0,342.0,258.143,52.0,18.0,6.429,34.487,5.793,4.373,0.881,0.305,0.109,2.75,229.0,3.879,1263.0,21.393,,,3234.0,54.779,25856.0,2511.0,0.436,0.042,2462.0,0.042,0.1265,7.9,tests performed,,,,,,,,,,,,,,69.91,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
61,ITA,Europe,Italy,2020-03-04,2502.0,466.0,311.429,79.0,27.0,9.857,42.38,7.893,5.275,1.338,0.457,0.167,2.64,295.0,4.997,1641.0,27.796,,,3865.0,65.467,29837.0,3981.0,0.504,0.067,2893.0,0.049,0.1302,7.7,tests performed,,,,,,,,,,,,,,72.69,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
62,ITA,Europe,Italy,2020-03-05,3089.0,587.0,384.143,107.0,28.0,13.571,52.323,9.943,6.507,1.812,0.474,0.23,2.57,351.0,5.945,2141.0,36.265,,,4631.0,78.442,32362.0,2525.0,0.546,0.043,2907.0,0.049,0.1574,6.4,tests performed,,,,,,,,,,,,,,74.54,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
63,ITA,Europe,Italy,2020-03-06,3858.0,769.0,458.286,148.0,41.0,18.714,65.348,13.026,7.763,2.507,0.694,0.317,2.53,462.0,7.826,2856.0,48.376,,,5447.0,92.263,36359.0,3997.0,0.614,0.067,2952.0,0.05,0.1814,5.5,tests performed,,,,,,,,,,,,,,74.54,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
64,ITA,Europe,Italy,2020-03-07,4636.0,778.0,535.429,197.0,49.0,25.143,78.526,13.178,9.069,3.337,0.83,0.426,2.51,567.0,9.604,3218.0,54.508,,,6248.0,105.831,42062.0,5703.0,0.71,0.096,3343.0,0.056,0.2032,4.9,tests performed,,,,,,,,,,,,,,74.54,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
65,ITA,Europe,Italy,2020-03-08,5883.0,1247.0,679.286,233.0,36.0,29.143,99.649,21.122,11.506,3.947,0.61,0.494,2.45,650.0,11.01,4207.0,71.26,,,6943.0,117.603,49937.0,7875.0,0.843,0.133,4116.0,0.069,0.1972,5.1,tests performed,,,,,,,,,,,,,,74.54,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,-7883.3994,-5.4,8.53,-132.49283
66,ITA,Europe,Italy,2020-03-09,7375.0,1492.0,811.571,366.0,133.0,47.429,124.921,25.272,13.747,6.199,2.253,0.803,2.41,733.0,12.416,5049.0,85.522,,,7706.0,130.527,53826.0,3889.0,0.909,0.066,4354.0,0.073,0.2341,4.3,tests performed,,,,,,,,,,,,,,74.54,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
67,ITA,Europe,Italy,2020-03-10,9172.0,1797.0,1019.429,463.0,97.0,58.714,155.359,30.438,17.267,7.842,1.643,0.995,2.33,877.0,14.855,5915.0,100.191,,,8452.0,143.163,60761.0,6935.0,1.026,0.117,4986.0,0.084,0.2191,4.6,tests performed,,,,,,,,,,,,,,79.63,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
68,ITA,Europe,Italy,2020-03-11,10149.0,977.0,1092.429,631.0,168.0,78.857,171.908,16.549,18.504,10.688,2.846,1.336,2.29,1028.0,17.413,6866.0,116.299,,,9253.0,156.731,73154.0,12393.0,1.235,0.209,6188.0,0.104,0.2164,4.6,tests performed,,,,,,,,,,,,,,82.41,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
69,ITA,Europe,Italy,2020-03-12,12462.0,2313.0,1339.0,827.0,196.0,102.857,211.086,39.179,22.681,14.008,3.32,1.742,2.22,1153.0,19.53,7803.0,132.17,,,10028.0,169.858,86011.0,12857.0,1.452,0.217,7664.0,0.129,0.2098,4.8,tests performed,,,,,,,,,,,,,,82.41,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
70,ITA,Europe,Italy,2020-03-13,15113.0,2651.0,1607.857,1016.0,189.0,124.0,255.99,44.904,27.235,17.209,3.201,2.1,2.14,1328.0,22.494,8754.0,148.279,,,11100.0,188.016,97488.0,11477.0,1.646,0.194,8733.0,0.147,0.2131,4.7,tests performed,,,,,,,,,,,,,,82.41,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
71,ITA,Europe,Italy,2020-03-14,17660.0,2547.0,1860.571,1266.0,250.0,152.714,299.132,43.142,31.515,21.444,4.235,2.587,2.06,1518.0,25.712,9890.0,167.521,,,11904.0,201.635,109170.0,11682.0,1.843,0.197,9587.0,0.162,0.2276,4.4,tests performed,,,,,,,,,,,,,,82.41,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
72,ITA,Europe,Italy,2020-03-15,21157.0,3497.0,2182.0,1441.0,175.0,172.571,358.366,59.234,36.96,24.408,2.964,2.923,1.98,1672.0,28.321,11335.0,191.997,,,12664.0,214.508,124899.0,15729.0,2.108,0.266,10709.0,0.181,0.2317,4.3,tests performed,,,,,,,,,,,,,,82.41,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,-2833.6992,-1.78,38.3,-47.624737
73,ITA,Europe,Italy,2020-03-16,24747.0,3590.0,2481.714,1809.0,368.0,206.143,419.174,60.809,42.036,30.642,6.233,3.492,1.92,1851.0,31.353,12876.0,218.099,,,13724.0,232.463,137962.0,13063.0,2.329,0.221,12019.0,0.203,0.2236,4.5,tests performed,,,,,,,,,,,,,,82.41,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,59037472.0,,,,
